problem,all_opt_trans,all_opt_solve,#opt_inst
80_90_3_6,122234,N/A,N/A
80_90_3_6
80_90_3_6
80_90_3_6
80_90_3_6
70_80_3_6,87421,N/A,N/A
70_80_3_6
70_80_3_6
70_80_3_6
70_80_3_6
60_70_3_6,50815,N/A,N/A
60_70_3_6
60_70_3_6
60_70_3_6
60_70_3_6
40_50_3_6,16467,607144,82945
40_50_3_6,16483,636933,82945
40_50_3_6,17800,650335,82945
40_50_3_6,18689,666417,82945
40_50_3_6,17067,644671,82945
30_40_3_6,9026,118181,36865
30_40_3_6,8704,119665,36865
30_40_3_6,6911,109118,36865
30_40_3_6,7037,111814,36865
30_40_3_6,8178,116679,36865
90_100_3_6,171807,N/A,N/A
90_100_3_6
90_100_3_6
90_100_3_6
90_100_3_6
50_60_3_6,32439,N/A,N/A
50_60_3_6
50_60_3_6
50_60_3_6
50_60_3_6
